date,zone,segment,unit,activeCount,newCount,delistedCount,flowMedianEurSqm,stockMedianEurSqm,p25EurSqm,p75EurSqm,medianPriceEur,medianSurfaceSqm,discountShare30d,medianDiscountPct,raiseShare30d,medianRaisePct,medianDaysOnMarket,absorptionRate,agencyShare,newBuildShare,sampleSize
2026-09-12,Sanmartin,teren_vanzare,EUR/mp,245,2,0,75,75,51,97,64950,745,3.3,24.1,0.4,,0,2.4,74.3,,209
2026-09-12,Santandrei,teren_vanzare,EUR/mp,141,0,0,80,80,54,115,78000,578,0,,0,,,0,66,,91
2026-09-12,Tileagd,teren_vanzare,EUR/mp,19,0,0,13,13,,,24999,918,0,,0,,,0,47.4,,7
2026-09-12,ZMO,teren_vanzare,EUR/mp,1945,2,0,60,61,35,98,73500,755,2.1,9.1,0.6,8.4,0,8.7,64.3,,1383
2026-09-12,Oradea,casa_chirie,EUR/mp,183,0,0,7,7,6,9,975,130,0,,0,,,0,61.7,,146
2026-09-12,Oradea/Iosia,casa_chirie,EUR/mp,23,0,0,7,7,6,8,800,100,0,,0,,,0,34.8,,19
2026-09-12,Oradea/Olosig,casa_chirie,EUR/mp,7,0,0,9,9,,,2000,210,,,,,,,,,7
2026-09-12,Sanmartin,casa_chirie,EUR/mp,21,0,0,6,6,5,7,1350,300,0,,0,,,0,66.7,,14
2026-09-12,Santandrei,casa_chirie,EUR/mp,16,0,0,6,6,6,7,950,150,0,,0,,,0,75,,13
2026-09-12,ZMO,casa_chirie,EUR/mp,224,0,0,7,7,6,9,1000,144,0,,0,,,0,62.5,,179
2026-09-12,wl:audi-q7-4m,auto,EUR,53,0,0,34199,34199,22500,44770,34199,,17,2.7,0,,1,35.8,43.4,,69
