date,zone,segment,unit,activeCount,newCount,delistedCount,flowMedianEurSqm,stockMedianEurSqm,p25EurSqm,p75EurSqm,medianPriceEur,medianSurfaceSqm,discountShare30d,medianDiscountPct,raiseShare30d,medianRaisePct,medianDaysOnMarket,absorptionRate,agencyShare,newBuildShare,sampleSize
2026-09-06,Oradea/Nufarul,casa_vanzare,EUR/mp,23,0,0,1660,1624,1306,1813,287495,187,0,,0,,,4.3,52.2,,21
2026-09-06,Oradea/Olosig,casa_vanzare,EUR/mp,109,2,0,1516,1516,1167,1959,244000,153,0,,0,,,0,89.9,,109
2026-09-06,Oradea/Podgoria,casa_vanzare,EUR/mp,19,0,0,1700,1700,1225,1897,204000,120,0,,0,,,0,89.5,,19
2026-09-06,Oradea/Rogerius,casa_vanzare,EUR/mp,33,0,0,1683,1683,1058,2077,244450,162,0,,0,,,0,75.8,,33
2026-09-06,Oradea/Salca,casa_vanzare,EUR/mp,10,0,0,1568,1568,1249,1785,292150,150,0,,0,,,0,90,,9
2026-09-06,Oradea/Velenta,casa_vanzare,EUR/mp,18,0,0,1317,1317,1206,1750,204500,120,0,,0,,,0,83.3,,18
2026-09-06,Osorhei,casa_vanzare,EUR/mp,90,0,0,1184,1184,938,1443,140000,129,0,,0,,,0,73.3,,79
2026-09-06,Paleu,casa_vanzare,EUR/mp,59,0,0,1226,1226,969,1465,172400,140,0,,0,,,0,61,,46
2026-09-06,Salard,casa_vanzare,EUR/mp,13,0,0,805,805,738,895,72000,109,0,,0,,,0,69.2,,9
2026-09-06,Sanmartin,casa_vanzare,EUR/mp,239,2,0,1244,1247,991,1582,238800,166,1.3,2.4,0.8,,0,2.5,76.6,,235
2026-09-06,Santandrei,casa_vanzare,EUR/mp,251,0,0,1416,1416,1140,1590,160000,120,0.4,,0.8,,,0,63.7,,214
2026-09-06,Tileagd,casa_vanzare,EUR/mp,12,0,0,506,506,,,89000,176,0,,0,,,0,58.3,,7
2026-09-06,ZMO,casa_vanzare,EUR/mp,2120,66,16,1370,1390,1058,1782,199800,145,0.3,2.4,0.2,2.3,0,5.8,65.2,100,2047
2026-09-06,Biharia,teren_vanzare,EUR/mp,29,0,0,33,33,18,44,182400,5500,0,,0,,,0,58.6,,20
2026-09-06,Bors,teren_vanzare,EUR/mp,31,0,0,35,35,16,45,68900,3000,0,,0,,,0,64.5,,19
2026-09-06,Cetariu,teren_vanzare,EUR/mp,16,0,0,16,16,,,51000,2059,0,,0,,,0,68.8,,7
2026-09-06,Cihei,teren_vanzare,EUR/mp,56,56,0,85,85,58,106,50000,519,0,,0,,,0,44.6,,37
2026-09-06,Girisu de Cris,teren_vanzare,EUR/mp,12,0,0,19,19,,,35000,5622,0,,0,,,0,83.3,,7
2026-09-06,Nojorid,teren_vanzare,EUR/mp,77,10,1,33,32,19,61,97300,1532,0,,0,,0,7.8,72.7,,55
2026-09-06,Oradea,teren_vanzare,EUR/mp,1030,12,4,66,70,39,120,115500,719,0.7,0.1,0.4,1.8,0,12.2,62.6,,719
2026-09-06,Oradea/Episcopia,teren_vanzare,EUR/mp,40,0,0,59,59,30,100,88000,2490,0,,0,,,0,75,,34
2026-09-06,Oradea/Grigorescu,teren_vanzare,EUR/mp,39,0,0,109,109,74,145,67450,516,0,,0,,,0,74.4,,36
2026-09-06,Oradea/Iosia,teren_vanzare,EUR/mp,64,0,1,70,70,35,220,119500,1392,0,,0,,0,4.7,21.9,,52
2026-09-06,Oradea/Nufarul,teren_vanzare,EUR/mp,10,0,0,116,116,100,119,178150,1969,0,,0,,,0,80,,8
2026-09-06,Oradea/Olosig,teren_vanzare,EUR/mp,60,2,0,60,60,20,90,182475,3185,0,,3.3,,,0,88.3,,48
2026-09-06,Oradea/Podgoria,teren_vanzare,EUR/mp,47,1,0,41,41,24,66,99000,1824,0,,0,,,0,72.3,,42
2026-09-06,Oradea/Rogerius,teren_vanzare,EUR/mp,5,0,0,,,,,105600,1100,,,,,,,,,3
2026-09-06,Oradea/Salca,teren_vanzare,EUR/mp,8,0,0,99,99,,,128500,1150,,,,,,,,,5
2026-09-06,Oradea/Saldabagiu,teren_vanzare,EUR/mp,1,0,0,50,,,,,500,,,,,0,,,,5
2026-09-06,Osorhei,teren_vanzare,EUR/mp,131,0,0,38,38,26,53,61500,691,0,,0,,,0,67.2,,83
2026-09-06,Paleu,teren_vanzare,EUR/mp,137,0,0,45,45,34,60,43000,897,0,,0,,,0,65.7,,105
2026-09-06,Salard,teren_vanzare,EUR/mp,7,0,0,25,25,,,32445,3000,,,,,,,,,5
2026-09-06,Sanmartin,teren_vanzare,EUR/mp,241,1,0,75,75,50,97,69650,745,2.1,2,1.2,3.1,0,2.5,75.1,,209
2026-09-06,Santandrei,teren_vanzare,EUR/mp,141,0,0,80,80,54,115,78000,578,0,,0,,,0,66,,91
2026-09-06,Tileagd,teren_vanzare,EUR/mp,19,0,0,13,13,,,24999,918,0,,0,,,0,47.4,,7
2026-09-06,ZMO,teren_vanzare,EUR/mp,1930,79,5,60,61,35,98,84800,755,0.6,1.1,0.4,3.1,0,7.2,64.8,,1357
2026-09-06,Oradea,casa_chirie,EUR/mp,183,0,0,7,7,6,9,975,130,0,,0,,,0,61.7,,146
2026-09-06,Oradea/Iosia,casa_chirie,EUR/mp,23,0,0,7,7,6,8,800,100,0,,0,,,0,34.8,,19
2026-09-06,Oradea/Olosig,casa_chirie,EUR/mp,7,0,0,9,9,,,2000,210,,,,,,,,,7
2026-09-06,Sanmartin,casa_chirie,EUR/mp,21,0,0,6,6,5,7,1350,300,0,,0,,,0,66.7,,14
2026-09-06,Santandrei,casa_chirie,EUR/mp,16,0,0,6,6,6,7,950,150,0,,0,,,0,75,,13
2026-09-06,ZMO,casa_chirie,EUR/mp,224,0,0,7,7,6,9,1000,144,0,,0,,,0,62.5,,179
2026-09-06,wl:audi-q7-4m,auto,EUR,62,63,1,34900,35700,21900,52990,35700,,0,,0,,,1.6,46.8,,61
2026-09-07,Cihei,apartament_vanzare,EUR/mp,16,0,0,1852,1852,1689,1942,117761,63,0,,0,,,0,62.5,,16
2026-09-07,Girisu de Cris,apartament_vanzare,EUR/mp,7,0,0,1608,1608,,,82000,51,,,,,,,,,7
2026-09-07,Oradea,apartament_vanzare,EUR/mp,1986,32,39,1885,1889,1609,2242,105000,55,1.9,2,1.1,2.8,0,7.2,55.7,99.2,2026
2026-09-07,Oradea/Cantemir,apartament_vanzare,EUR/mp,28,0,0,1930,1914,1635,2892,142000,68,0,,0,,,3.6,57.1,,29
2026-09-07,Oradea/Centru,apartament_vanzare,EUR/mp,56,1,0,2016,2016,1613,2333,133000,73,0,,0,,,0,0,,54
2026-09-07,Oradea/Decebal,apartament_vanzare,EUR/mp,103,1,0,1818,1815,1615,2030,99400,62,2.9,3.3,2.9,0.1,,1,65,,102
2026-09-07,Oradea/Iosia,apartament_vanzare,EUR/mp,241,1,2,2014,2008,1726,2515,115000,55,2.1,1.7,0.8,,2,1.7,43.6,100,234
2026-09-07,Oradea/Nufarul,apartament_vanzare,EUR/mp,142,0,1,1886,1886,1670,2311,115000,56,4.9,1.5,2.1,2.6,,1.4,50,100,138
2026-09-07,Oradea/Olosig,apartament_vanzare,EUR/mp,136,1,0,1899,1910,1614,2383,123800,64,0.7,,0.7,,,0.7,91.9,,137
2026-09-07,Oradea/Podgoria,apartament_vanzare,EUR/mp,6,0,0,1943,1943,,,110500,56,,,,,,,,,6
2026-09-07,Oradea/Rogerius,apartament_vanzare,EUR/mp,239,0,0,1745,1745,1531,1971,79990,50,1.3,1.1,1.7,3.2,0,1.3,40.2,,238
2026-09-07,Oradea/Salca,apartament_vanzare,EUR/mp,15,0,0,2040,2040,1691,2296,128500,66,13.3,,0,,,0,86.7,,15
2026-09-07,Oradea/Velenta,apartament_vanzare,EUR/mp,41,0,0,1767,1767,1576,1946,77950,42,0,,0,,,0,85.4,,39
2026-09-07,Sanmartin,apartament_vanzare,EUR/mp,139,0,1,1684,1693,1475,2047,88000,50,1.4,,0,,0,7.2,73.4,100,143
2026-09-07,Santandrei,apartament_vanzare,EUR/mp,62,0,0,1597,1597,1444,2019,102900,65,1.6,,0,,,0,58.1,100,53
2026-09-07,ZMO,apartament_vanzare,EUR/mp,2219,32,40,1868,1873,1585,2204,103000,56,1.8,1.9,1,2.8,0,6.9,57,99.4,2252
2026-09-07,Cihei,apartament_chirie,EUR/mp,5,0,0,7,7,,,450,65,,,,,,,,,5
2026-09-07,Oradea,apartament_chirie,EUR/mp,1576,34,44,8,8,6,9,400,55,2.4,5.9,0.6,2.3,2,8.4,46,99.3,1573
2026-09-07,Oradea/Cantemir,apartament_chirie,EUR/mp,23,0,0,11,11,7,12,559,52,4.3,,0,,,0,69.6,,23
2026-09-07,Oradea/Centru,apartament_chirie,EUR/mp,30,0,0,8,8,7,8,420,60,0,,0,,,0,0,,27
2026-09-07,Oradea/Decebal,apartament_chirie,EUR/mp,44,0,0,6,6,5,7,385,63,4.5,,0,,,2.3,59.1,,43
2026-09-07,Oradea/Iosia,apartament_chirie,EUR/mp,294,5,3,8,8,6,9,390,55,0.3,,0,,2,2.4,32.7,100,284
2026-09-07,Oradea/Nufarul,apartament_chirie,EUR/mp,61,4,0,7,7,6,9,450,61,1.6,,0,,,0,49.2,,58
2026-09-07,Oradea/Olosig,apartament_chirie,EUR/mp,94,0,1,7,7,5,9,460,64,4.3,9.2,1.1,,,2.1,85.1,,94
2026-09-07,Oradea/Rogerius,apartament_chirie,EUR/mp,91,0,0,6,6,5,7,330,54,4.4,6.8,0,,,0,27.5,,86
2026-09-07,Oradea/Salca,apartament_chirie,EUR/mp,11,0,0,8,8,6,9,400,52,0,,0,,,9.1,81.8,,11
2026-09-07,Oradea/Velenta,apartament_chirie,EUR/mp,12,1,0,8,8,8,10,570,56,8.3,,0,,,0,66.7,,12
2026-09-07,Osorhei,apartament_chirie,EUR/mp,8,0,0,10,10,9,11,569,54,,,,,,,,,8
2026-09-07,Sanmartin,apartament_chirie,EUR/mp,34,0,2,8,8,7,9,400,50,2.9,,2.9,,2,14.7,52.9,,32
2026-09-07,Santandrei,apartament_chirie,EUR/mp,13,0,0,8,8,7,9,425,57,0,,0,,,0,69.2,,12
2026-09-07,ZMO,apartament_chirie,EUR/mp,1638,34,46,8,8,6,9,400,55,2.4,6,0.6,1.8,2,8.4,46.5,99.3,1631
2026-09-07,Biharia,casa_vanzare,EUR/mp,19,0,0,963,963,816,1188,139500,118,0,,0,,,0,47.4,,12
2026-09-07,Bors,casa_vanzare,EUR/mp,17,0,0,661,661,517,890,88950,118,0,,0,,,0,64.7,,12
2026-09-07,Cihei,casa_vanzare,EUR/mp,37,0,1,1288,1290,1096,1582,205000,156,0,,0,,,2.7,56.8,,38
2026-09-07,Girisu de Cris,casa_vanzare,EUR/mp,8,0,0,859,859,,,114950,125,,,,,,,,,7
2026-09-07,Nojorid,casa_vanzare,EUR/mp,53,0,0,1180,1184,920,1417,144500,116,0,,1.9,,0,7.5,66,,54
2026-09-07,Oradea,casa_vanzare,EUR/mp,1324,13,5,1454,1491,1102,1939,229000,150,0.3,4.9,0.2,,0,8.8,63.6,100,1348
2026-09-07,Oradea/Cantemir,casa_vanzare,EUR/mp,17,2,0,1279,1279,1165,1782,199900,137,0,,0,,,5.9,70.6,,18
2026-09-07,Oradea/Centru,casa_vanzare,EUR/mp,39,0,0,1450,1450,886,1941,188000,133,0,,0,,,0,0,,36
2026-09-07,Oradea/Decebal,casa_vanzare,EUR/mp,7,0,0,1281,1281,,,179950,82,,,,,,,,,7
2026-09-07,Oradea/Episcopia,casa_vanzare,EUR/mp,43,0,0,1123,1123,917,1500,200000,180,0,,0,,,0,65.1,,42
2026-09-07,Oradea/Grigorescu,casa_vanzare,EUR/mp,37,0,0,1762,1762,1360,2000,265000,155,0,,0,,,0,78.4,,37
2026-09-07,Oradea/Iosia,casa_vanzare,EUR/mp,80,0,1,1558,1571,1210,2029,220000,142,0,,0,,2,5,40,,80
2026-09-07,Oradea/Nufarul,casa_vanzare,EUR/mp,24,1,0,1624,1588,1477,1813,289990,194,0,,0,,,4.2,50,,22
2026-09-07,Oradea/Olosig,casa_vanzare,EUR/mp,110,1,0,1516,1516,1167,1959,240000,153,0,,0,,,0,90,,110
2026-09-07,Oradea/Podgoria,casa_vanzare,EUR/mp,19,0,0,1700,1700,1225,1897,204000,120,0,,0,,,0,89.5,,19
2026-09-07,Oradea/Rogerius,casa_vanzare,EUR/mp,33,0,0,1683,1683,1058,2077,244450,162,0,,0,,,0,75.8,,33
2026-09-07,Oradea/Salca,casa_vanzare,EUR/mp,10,0,0,1568,1568,1249,1785,292150,150,0,,0,,,0,90,,9
2026-09-07,Oradea/Velenta,casa_vanzare,EUR/mp,18,0,0,1317,1317,1206,1750,204500,120,0,,0,,,0,83.3,,18
2026-09-07,Osorhei,casa_vanzare,EUR/mp,90,0,0,1184,1184,938,1443,140000,129,0,,0,,,0,73.3,,79
2026-09-07,Paleu,casa_vanzare,EUR/mp,59,0,0,1226,1226,969,1465,172400,140,0,,0,,,0,61,,46
2026-09-07,Salard,casa_vanzare,EUR/mp,13,0,0,805,805,738,895,72000,109,0,,0,,,0,69.2,,9
2026-09-07,Sanmartin,casa_vanzare,EUR/mp,239,0,0,1244,1247,991,1582,238800,166,1.3,2.4,0.8,,0,2.5,76.6,,235
2026-09-07,Santandrei,casa_vanzare,EUR/mp,251,0,0,1416,1416,1140,1590,160000,120,0.4,,0.8,,,0,63.7,,214
2026-09-07,Tileagd,casa_vanzare,EUR/mp,12,0,0,506,506,,,89000,176,0,,0,,,0,58.3,,7
2026-09-07,ZMO,casa_vanzare,EUR/mp,2127,13,6,1373,1393,1058,1782,199900,145,0.4,2.3,0.3,2.3,0,6,65.2,100,2059
2026-09-07,Biharia,teren_vanzare,EUR/mp,29,0,0,33,33,18,44,182400,5500,0,,0,,,0,58.6,,20
2026-09-07,Bors,teren_vanzare,EUR/mp,31,0,0,35,35,16,45,68900,3000,0,,0,,,0,64.5,,19
2026-09-07,Cetariu,teren_vanzare,EUR/mp,16,0,0,16,16,,,51000,2059,0,,0,,,0,68.8,,7
2026-09-07,Cihei,teren_vanzare,EUR/mp,59,3,0,81,81,57,100,50000,519,0,,0,,,0,42.4,,39
2026-09-07,Girisu de Cris,teren_vanzare,EUR/mp,12,0,0,19,19,,,35000,5622,0,,0,,,0,83.3,,7
2026-09-07,Nojorid,teren_vanzare,EUR/mp,76,0,1,33,32,19,61,97300,1700,0,,0,,0,9.2,73.7,,55
2026-09-07,Oradea,teren_vanzare,EUR/mp,1034,7,3,66,70,39,122,115000,719,1,2.2,0.4,1.8,0,12.5,62.4,,724
2026-09-07,Oradea/Episcopia,teren_vanzare,EUR/mp,40,0,0,59,59,30,100,88000,2490,0,,0,,,0,75,,34
2026-09-07,Oradea/Grigorescu,teren_vanzare,EUR/mp,39,0,0,109,109,74,145,67450,516,0,,0,,,0,74.4,,36
2026-09-07,Oradea/Iosia,teren_vanzare,EUR/mp,65,2,1,68,70,35,196,119000,1350,0,,0,,0,6.2,21.5,,54
2026-09-07,Oradea/Nufarul,teren_vanzare,EUR/mp,11,1,0,116,116,100,119,178150,1668,0,,0,,,0,72.7,,8
2026-09-07,Oradea/Olosig,teren_vanzare,EUR/mp,60,0,0,60,60,20,90,182475,3185,0,,3.3,,,0,88.3,,48
2026-09-07,Oradea/Podgoria,teren_vanzare,EUR/mp,47,0,0,41,41,24,66,99000,1824,0,,0,,,0,72.3,,42
2026-09-07,Oradea/Rogerius,teren_vanzare,EUR/mp,5,0,0,,,,,105600,1100,,,,,,,,,3
2026-09-07,Oradea/Salca,teren_vanzare,EUR/mp,8,0,0,99,99,,,128500,1150,,,,,,,,,5
2026-09-07,Oradea/Saldabagiu,teren_vanzare,EUR/mp,1,0,0,50,,,,,500,,,,,0,,,,5
2026-09-07,Osorhei,teren_vanzare,EUR/mp,131,0,0,38,38,26,53,61500,691,0,,0,,,0,67.2,,83
2026-09-07,Paleu,teren_vanzare,EUR/mp,137,0,0,45,45,34,60,43000,897,0,,0,,,0,65.7,,105
2026-09-07,Salard,teren_vanzare,EUR/mp,7,0,0,25,25,,,32445,3000,,,,,,,,,5
2026-09-07,Sanmartin,teren_vanzare,EUR/mp,242,1,0,75,75,51,97,69500,739,2.1,2,1.2,3.1,0,2.5,74.8,,210
2026-09-07,Santandrei,teren_vanzare,EUR/mp,141,0,0,80,80,54,115,78000,578,0,,0,,,0,66,,91
2026-09-07,Tileagd,teren_vanzare,EUR/mp,19,0,0,13,13,,,24999,918,0,,0,,,0,47.4,,7
2026-09-07,ZMO,teren_vanzare,EUR/mp,1937,11,4,60,60,35,98,83000,755,0.8,2.2,0.4,3.1,0,7.3,64.5,,1365
2026-09-07,Oradea,casa_chirie,EUR/mp,183,0,0,7,7,6,9,975,130,0,,0,,,0,61.7,,146
2026-09-07,Oradea/Iosia,casa_chirie,EUR/mp,23,0,0,7,7,6,8,800,100,0,,0,,,0,34.8,,19
2026-09-07,Oradea/Olosig,casa_chirie,EUR/mp,7,0,0,9,9,,,2000,210,,,,,,,,,7
2026-09-07,Sanmartin,casa_chirie,EUR/mp,21,0,0,6,6,5,7,1350,300,0,,0,,,0,66.7,,14
2026-09-07,Santandrei,casa_chirie,EUR/mp,16,0,0,6,6,6,7,950,150,0,,0,,,0,75,,13
2026-09-07,ZMO,casa_chirie,EUR/mp,224,0,0,7,7,6,9,1000,144,0,,0,,,0,62.5,,179
2026-09-07,wl:audi-q7-4m,auto,EUR,50,2,14,36500,33000,21900,43900,33000,,8,2.1,0,,1,30,42,,63
2026-09-08,Cihei,apartament_vanzare,EUR/mp,16,0,0,1852,1852,1689,1942,117761,63,0,,0,,,0,62.5,,16
2026-09-08,Girisu de Cris,apartament_vanzare,EUR/mp,7,0,0,1608,1608,,,82000,51,,,,,,,,,7
2026-09-08,Oradea,apartament_vanzare,EUR/mp,1967,52,71,1884,1884,1599,2242,105000,55,3.3,1.7,1.5,2.5,2,10.9,55.8,99.2,2077
2026-09-08,Oradea/Cantemir,apartament_vanzare,EUR/mp,27,0,1,1930,1930,1660,2892,142500,68,0,,0,,,7.4,55.6,,29
2026-09-08,Oradea/Centru,apartament_vanzare,EUR/mp,56,0,0,2016,2016,1613,2333,133000,73,0,,0,,,0,0,,54
2026-09-08,Oradea/Decebal,apartament_vanzare,EUR/mp,104,2,1,1818,1815,1615,2019,99800,62,3.8,2.9,3.8,0.4,,1.9,64.4,,104
2026-09-08,Oradea/Iosia,apartament_vanzare,EUR/mp,239,4,6,2026,2008,1726,2528,115000,55,4.2,2.2,1.7,2.4,3,4.2,43.5,100,238
2026-09-08,Oradea/Nufarul,apartament_vanzare,EUR/mp,141,0,1,1886,1886,1689,2311,115000,56,5,1.5,2.1,2.6,3,2.1,49.6,100,138
2026-09-08,Oradea/Olosig,apartament_vanzare,EUR/mp,135,2,3,1898,1893,1594,2380,122750,65,1.5,,1.5,,4,3,91.9,,139
2026-09-08,Oradea/Podgoria,apartament_vanzare,EUR/mp,6,0,0,1943,1943,,,110500,56,,,,,,,,,6
2026-09-08,Oradea/Rogerius,apartament_vanzare,EUR/mp,243,4,0,1745,1745,1532,1965,79990,50,2.5,1.2,2.9,2.6,0,1.2,40.3,,241
2026-09-08,Oradea/Salca,apartament_vanzare,EUR/mp,14,0,1,2040,1970,1691,2115,126950,66,14.3,,0,,,7.1,85.7,,15
2026-09-08,Oradea/Velenta,apartament_vanzare,EUR/mp,42,1,0,1775,1775,1576,1946,76900,42,7.1,1.6,0,,,0,85.7,,40
2026-09-08,Sanmartin,apartament_vanzare,EUR/mp,137,0,2,1684,1688,1475,2000,88000,50,2.2,1.6,0,,0,8.8,73,100,143
2026-09-08,Santandrei,apartament_vanzare,EUR/mp,62,0,0,1597,1597,1444,2019,102900,65,1.6,,0,,,0,58.1,100,53
2026-09-08,ZMO,apartament_vanzare,EUR/mp,2198,52,73,1868,1867,1579,2202,102202,56,3.1,1.7,1.3,2.5,2,10.3,57,99.4,2303
2026-09-08,Cihei,apartament_chirie,EUR/mp,5,0,0,7,7,,,450,65,,,,,,,,,5
2026-09-08,Oradea,apartament_chirie,EUR/mp,1574,69,71,8,8,6,9,400,55,4,5.7,0.8,2.5,2,12.9,45.9,99.3,1631
2026-09-08,Oradea/Cantemir,apartament_chirie,EUR/mp,23,0,0,11,11,7,12,559,52,4.3,,4.3,,,0,69.6,,23
2026-09-08,Oradea/Centru,apartament_chirie,EUR/mp,30,0,0,8,8,7,8,420,60,0,,0,,,0,0,,27
2026-09-08,Oradea/Decebal,apartament_chirie,EUR/mp,46,2,0,6,6,5,7,385,63,4.3,,0,,,2.2,58.7,,45
2026-09-08,Oradea/Iosia,apartament_chirie,EUR/mp,296,5,3,8,8,6,9,390,55,1.4,4.4,0.7,,3,3.4,32.1,100,289
2026-09-08,Oradea/Nufarul,apartament_chirie,EUR/mp,61,0,0,7,7,6,9,450,61,4.9,5.7,0,,,0,49.2,,59
2026-09-08,Oradea/Olosig,apartament_chirie,EUR/mp,95,1,0,7,7,6,9,468,64,6.3,6.9,1.1,,,2.1,85.3,100,95
2026-09-08,Oradea/Rogerius,apartament_chirie,EUR/mp,94,4,1,6,6,5,8,325,52,5.3,11.1,1.1,,,1.1,27.7,,90
2026-09-08,Oradea/Salca,apartament_chirie,EUR/mp,11,0,0,8,8,6,9,400,52,9.1,,0,,,9.1,81.8,,11
2026-09-08,Oradea/Velenta,apartament_chirie,EUR/mp,12,0,0,8,8,8,10,570,56,8.3,,0,,,0,66.7,,12
2026-09-08,Osorhei,apartament_chirie,EUR/mp,8,0,0,10,10,9,11,569,54,,,,,,,,,8
2026-09-08,Sanmartin,apartament_chirie,EUR/mp,34,0,0,8,8,7,9,400,50,2.9,,2.9,,2,14.7,52.9,,32
2026-09-08,Santandrei,apartament_chirie,EUR/mp,13,0,0,8,8,7,9,425,57,0,,0,,,0,69.2,,12
2026-09-08,ZMO,apartament_chirie,EUR/mp,1636,69,71,8,8,6,9,400,55,3.9,5.7,0.8,2.4,2,12.7,46.5,99.3,1689
2026-09-08,Biharia,casa_vanzare,EUR/mp,19,0,0,963,963,816,1188,139500,118,0,,0,,,0,47.4,,12
2026-09-08,Bors,casa_vanzare,EUR/mp,17,0,0,661,661,517,890,88950,118,0,,0,,,0,64.7,,12
2026-09-08,Cihei,casa_vanzare,EUR/mp,38,1,0,1287,1282,1038,1540,202000,153,0,,0,,,2.6,57.9,,39
2026-09-08,Girisu de Cris,casa_vanzare,EUR/mp,8,0,0,859,859,,,114950,125,,,,,,,,,7
2026-09-08,Nojorid,casa_vanzare,EUR/mp,55,2,0,1180,1184,1005,1417,141950,116,0,,1.8,,0,7.3,67.3,,56
2026-09-08,Oradea,casa_vanzare,EUR/mp,1323,20,21,1458,1479,1105,1939,225000,150,1.3,3.5,0.5,5,0,10.4,63.5,100,1365
2026-09-08,Oradea/Cantemir,casa_vanzare,EUR/mp,17,0,0,1279,1279,1165,1782,199900,137,0,,0,,,5.9,70.6,,18
2026-09-08,Oradea/Centru,casa_vanzare,EUR/mp,40,1,0,1450,1450,886,1941,188000,133,0,,0,,,0,0,,36
2026-09-08,Oradea/Decebal,casa_vanzare,EUR/mp,7,0,0,1281,1281,,,179950,82,,,,,,,,,7
2026-09-08,Oradea/Episcopia,casa_vanzare,EUR/mp,44,1,0,1144,1144,917,1500,200000,175,2.3,,0,,,0,65.9,,43
2026-09-08,Oradea/Grigorescu,casa_vanzare,EUR/mp,38,1,0,1741,1741,1360,1967,262400,155,2.6,,0,,,0,76.3,,38
2026-09-08,Oradea/Iosia,casa_vanzare,EUR/mp,81,1,0,1561,1581,1216,2029,222500,140,1.2,,0,,2,4.9,39.5,,81
2026-09-08,Oradea/Nufarul,casa_vanzare,EUR/mp,24,1,1,1588,1568,1306,1813,285000,193,0,,0,,,8.3,50,,23
2026-09-08,Oradea/Olosig,casa_vanzare,EUR/mp,109,1,2,1516,1516,1171,1959,244000,153,0,,0,,,1.8,89.9,,111
2026-09-08,Oradea/Podgoria,casa_vanzare,EUR/mp,19,0,0,1700,1700,1225,1897,204000,120,0,,0,,,0,89.5,,19
2026-09-08,Oradea/Rogerius,casa_vanzare,EUR/mp,33,0,0,1710,1710,1058,2077,244450,162,3,,3,,,0,75.8,,33
2026-09-08,Oradea/Salca,casa_vanzare,EUR/mp,10,0,0,1568,1568,1249,1785,292150,150,0,,0,,,0,90,,9
2026-09-08,Oradea/Velenta,casa_vanzare,EUR/mp,18,0,0,1317,1317,1206,1750,204500,120,0,,0,,,0,83.3,,18
2026-09-08,Osorhei,casa_vanzare,EUR/mp,90,0,0,1184,1184,938,1443,140000,129,0,,0,,,0,73.3,,79
2026-09-08,Paleu,casa_vanzare,EUR/mp,59,0,0,1226,1226,969,1465,172400,140,0,,0,,,0,61,,46
2026-09-08,Salard,casa_vanzare,EUR/mp,13,0,0,805,805,738,895,72000,109,0,,0,,,0,69.2,,9
2026-09-08,Sanmartin,casa_vanzare,EUR/mp,241,3,1,1246,1248,991,1581,238800,166,1.7,2.5,0.8,,0,2.9,75.9,,238
2026-09-08,Santandrei,casa_vanzare,EUR/mp,251,0,0,1416,1416,1140,1590,160000,120,0.4,,1.6,3.1,,0,63.7,,214
2026-09-08,Tileagd,casa_vanzare,EUR/mp,12,0,0,506,506,,,89000,176,0,,0,,,0,58.3,,7
2026-09-08,ZMO,casa_vanzare,EUR/mp,2131,26,22,1373,1387,1058,1779,199800,145,1,2.7,0.7,3.9,0,7,65.1,100,2082
2026-09-08,Biharia,teren_vanzare,EUR/mp,29,0,0,33,33,18,44,182400,5500,0,,0,,,0,58.6,,20
2026-09-08,Bors,teren_vanzare,EUR/mp,31,0,0,35,35,16,45,68900,3000,0,,0,,,0,64.5,,19
2026-09-08,Cetariu,teren_vanzare,EUR/mp,16,0,0,16,16,,,51000,2059,0,,0,,,0,68.8,,7
2026-09-08,Cihei,teren_vanzare,EUR/mp,62,4,1,78,74,57,100,49400,521,1.6,,0,,,1.6,41.9,,42
2026-09-08,Girisu de Cris,teren_vanzare,EUR/mp,12,0,0,19,19,,,35000,5622,0,,0,,,0,83.3,,7
2026-09-08,Nojorid,teren_vanzare,EUR/mp,74,0,2,33,34,19,61,99800,1700,0,,0,,0,12.2,74.3,,55
2026-09-08,Oradea,teren_vanzare,EUR/mp,1025,7,16,66,70,39,122,112290,719,1.2,2.2,1,8.4,0,14.1,62.5,,728
2026-09-08,Oradea/Episcopia,teren_vanzare,EUR/mp,40,0,0,59,59,30,100,88000,2490,0,,0,,,0,75,,34
2026-09-08,Oradea/Grigorescu,teren_vanzare,EUR/mp,39,0,0,109,109,74,145,67250,516,2.6,,0,,,0,74.4,,36
2026-09-08,Oradea/Iosia,teren_vanzare,EUR/mp,64,0,1,68,70,35,196,119000,1251,0,,0,,0,7.8,21.9,,54
2026-09-08,Oradea/Nufarul,teren_vanzare,EUR/mp,11,0,0,116,116,100,119,178150,1668,0,,0,,,0,72.7,,8
2026-09-08,Oradea/Olosig,teren_vanzare,EUR/mp,59,1,2,56,60,21,90,182500,3369,0,,3.4,,,3.4,88.1,,49
2026-09-08,Oradea/Podgoria,teren_vanzare,EUR/mp,47,0,0,41,41,24,66,99000,1824,0,,0,,,0,72.3,,42
2026-09-08,Oradea/Rogerius,teren_vanzare,EUR/mp,5,0,0,,,,,105600,1100,,,,,,,,,3
2026-09-08,Oradea/Salca,teren_vanzare,EUR/mp,8,0,0,99,99,,,128500,1150,,,,,,,,,5
2026-09-08,Oradea/Saldabagiu,teren_vanzare,EUR/mp,1,0,0,50,,,,,500,,,,,0,,,,5
2026-09-08,Osorhei,teren_vanzare,EUR/mp,131,0,0,38,38,26,53,61500,691,0,,0,,,0,67.2,,83
